pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_COMPLEMENT	0.782913165266106	0.782913165266106	0.0405756447890657	0.461538461538462	0.770190485393171	3	LTF S100A9 S100A12
