pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_COMPLEMENT	0.45740498034076	0.45740498034076	0.0623861492893626	0.611111111111111	1.03738490970482	3	LTF S100A12 S100A9
