pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_COMPLEMENT	0.577840112201964	0.660589060308555	0.0545680646670941	0.416860323623981	0.914831913208793	4	PLAUR
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.660589060308555	0.660589060308555	0.0484087618816951	0.390535258594131	0.857059541405121	4	IFI27 FGL2
