"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"pDC.SCYL3",1.12436005848818e-06,1.32996938698288,0.193,0.071,0.0275232098717321,"pDC"
"pDC.TCL1A",1.28689043019873e-06,1.06656339840783,0.335,0.18,0.0315017908408346,"pDC"
"pDC.LRIF1",1.30247564578215e-06,1.45855318819668,0.199,0.076,0.0318833013331014,"pDC"
"pDC.HS3ST3B1",1.36193481725019e-06,1.01391654363141,0.307,0.152,0.0333388023914674,"pDC"
"pDC.FES",1.40510320003139e-06,1.16190844768768,0.208,0.081,0.0343955212335685,"pDC"
"pDC.CCDC107",1.4400776565941e-06,1.08168125873429,0.283,0.13,0.0352516609557671,"pDC"
"pDC.IFI16",1.45828663991142e-06,0.753456839488363,0.655,0.498,0.0356973986583916,"pDC"
"pDC.CSTB",1.46526051855553e-06,1.27795189920541,0.18,0.064,0.0358681122337208,"pDC"
"pDC.CUX2",1.54175606399848e-06,1.1423643831933,0.311,0.156,0.0377406466906187,"pDC"
"pDC.AKIRIN1",1.55493276437676e-06,0.721379138894498,0.373,0.192,0.0380631991391787,"pDC"
"pDC.CST3",1.63661437435012e-06,0.559333608429351,0.857,0.839,0.0400626832697165,"pDC"
"pDC.PIK3CD",1.78599157826324e-06,0.963950897173887,0.28,0.13,0.0437192878443058,"pDC"
"pDC.AC080132.1",2.00442966817778e-06,1.47453500786558,0.13,0.036,0.0490664338473238,"pDC"
"immature B.CAMP",5.86907392113365e-27,1.57220037362378,0.52,0.194,1.43669060515431e-22,"immature B"
"immature B.S100A8",1.46451892002002e-24,0.939714526824448,0.93,0.728,3.584995864317e-20,"immature B"
"immature B.S100A9",2.61593660390624e-22,0.772527885198401,0.906,0.677,6.40355121270208e-18,"immature B"
