,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rab5b,2.97590079644151e-82,1.70571262691823,0.204,0.054,4.8846435672791e-78
Ap1g1,3.11831356358391e-82,1.76449498407472,0.217,0.064,5.11839988326663e-78
Pnp,4.42532492960513e-82,0.92719384027248,0.344,0.148,7.26372833945386e-78
Rbbp4,4.50043667331206e-82,0.939261255543951,0.36,0.161,7.38701675557442e-78
Diap1,7.98079208618964e-82,1.74835008177956,0.242,0.084,1.30996721302717e-77
Cers2,1.10890177927788e-81,0.62105901269325,0.533,0.305,1.82015138050671e-77
Slc4a4,1.12846043303317e-81,1.59137741235184,0.259,0.095,1.85225495478064e-77
Ifitm2,1.23068920624315e-81,-1.32455665260541,0.413,0.533,2.0200532631275e-77
Pccb,1.58168872128497e-81,0.929089995354034,0.366,0.169,2.59618386711715e-77
Apoc1,1.95249442611136e-81,-0.512125860314523,1,1,3.20482435101918e-77
Actn4,2.31433446094521e-81,1.1548234916351,0.287,0.111,3.79874858419546e-77
Gspt1,2.43762457464366e-81,0.947229806297716,0.384,0.183,4.00111697682011e-77
Tardbp,3.00726081025004e-81,1.11752454712601,0.315,0.13,4.93611789394442e-77
Chpt1,3.26574139766721e-81,0.621187033214148,0.626,0.392,5.36038793013095e-77
Strn3,4.78909490240506e-81,1.80108512563587,0.217,0.065,7.86082037280767e-77
Lypla1,4.80797835830073e-81,0.543403149299337,0.646,0.388,7.89181567731483e-77
Erbb2ip,4.89771149086044e-81,1.69280150955964,0.227,0.072,8.03910364109832e-77
Tmed5,4.92613477471304e-81,0.987490040704036,0.325,0.139,8.08575761921398e-77
Aspdh,5.66433450137252e-81,-1.6789530819941,0.228,0.38,9.29743865055286e-77
0610011F06Rik,1.11388425666479e-80,-1.34172988013306,0.375,0.512,1.82832961888958e-76
Bhlhe40,1.35741075669684e-80,1.23764214198572,0.317,0.14,2.22805401604219e-76
Ndufb6,1.47442392383624e-80,-1.29694645587576,0.458,0.553,2.42011942858481e-76
Slc47a1,1.51496366129353e-80,1.06065472603081,0.335,0.149,2.48666135364719e-76
Ibtk,2.33457803456355e-80,1.7781574155457,0.216,0.065,3.83197638593262e-76
Ppp3ca,2.42638625729328e-80,1.63634399583084,0.231,0.075,3.98267040272119e-76
Dgat2,3.04293721779402e-80,0.513465854721066,0.709,0.463,4.99467714928711e-76
Cul4a,4.10677093507798e-80,1.11545565409104,0.314,0.131,6.740853812837e-76
