pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_APICAL_JUNCTION	1	1	0.0362254755857254	0	0	1	
HALLMARK_COMPLEMENT	1	1	0.0362254755857254	0	0	1	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1	1	0.0362254755857254	0	0	1	
