"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"CD8+ effector T.SH3BGRL3",6.67013003547142e-18,0.723194822136978,0.687,0.613,1.63278113138305e-13,"CD8+ effector T"
"CD8+ effector T.JUNB",8.83807645672452e-16,0.639088388415078,0.72,0.598,2.1634727358416e-11,"CD8+ effector T"
"CD8+ effector T.PSMA7",4.99107169875158e-14,0.822857366809089,0.523,0.424,1.2217644411374e-09,"CD8+ effector T"
"CD8+ effector T.MT1E",1.64934704665934e-13,1.75151592294189,0.208,0.093,4.0374366355174e-09,"CD8+ effector T"
"CD8+ effector T.CXCR4",2.25423284044196e-13,0.516347154335082,0.751,0.701,5.51813657011788e-09,"CD8+ effector T"
"CD8+ effector T.DUSP2",6.7434593573471e-12,1.13337122099649,0.372,0.269,1.650731416085e-07,"CD8+ effector T"
"CD8+ effector T.RPS5",1.30075740736839e-11,0.527103457978318,0.689,0.669,3.18412405749708e-07,"CD8+ effector T"
"CD8+ effector T.RPL29",1.41637274078262e-11,0.595526347808825,0.639,0.618,3.46713883216177e-07,"CD8+ effector T"
"CD8+ effector T.MT-ATP8",2.27713539040864e-11,0.957965364091087,0.452,0.404,5.5741997221813e-07,"CD8+ effector T"
"CD8+ effector T.MMP9",2.71020827590597e-11,2.09540807641408,0.141,0.055,6.63431883859021e-07,"CD8+ effector T"
"CD8+ effector T.LCN2",2.61986399125808e-10,1.16577594437835,0.201,0.105,6.41316506420065e-06,"CD8+ effector T"
"CD8+ effector T.ACTB",4.10169484150869e-09,0.530299869346821,0.898,0.924,0.000100405388025291,"CD8+ effector T"
"CD8+ effector T.TMA7",4.67492905526499e-09,0.793032420942903,0.435,0.37,0.000114437588343832,"CD8+ effector T"
"CD8+ effector T.FKBP5",8.35234792933352e-09,0.586005089567087,0.615,0.604,0.000204457124962155,"CD8+ effector T"
"CD8+ effector T.PADI4",1.76443104837523e-08,1.78632334927774,0.111,0.045,0.000431915076331773,"CD8+ effector T"
"CD8+ effector T.NFKBIA",3.12015196637724e-08,0.735776930961557,0.643,0.601,0.000763781999849485,"CD8+ effector T"
"CD8+ effector T.CRISP3",7.6653389416535e-08,2.1444874516452,0.085,0.029,0.00187639831952736,"CD8+ effector T"
"CD8+ effector T.ARL4C",8.35301108659356e-08,0.638996150324202,0.434,0.377,0.00204473358388724,"CD8+ effector T"
"CD8+ effector T.LSP1",6.7047516039381e-07,1.08156988680408,0.26,0.195,0.0164125614512801,"CD8+ effector T"
"CD8+ effector T.CEBPD",1.54708789856053e-06,1.12494562282652,0.222,0.151,0.0378711646688632,"CD8+ effector T"
"NK-1.MT2A",7.32137649943269e-80,2.79702748359424,0.693,0.389,1.79219975329613e-75,"NK-1"
"NK-1.MT-CO2",9.76473015905798e-58,0.742072137510565,0.977,0.931,2.3903082956358e-53,"NK-1"
"NK-1.MT1E",1.18486563527041e-41,3.73194653703229,0.287,0.056,2.90043258857844e-37,"NK-1"
"NK-1.ZFP36",8.72573092677397e-41,1.40789294050968,0.669,0.511,2.135971673565e-36,"NK-1"
"NK-1.GNLY",4.96761650087557e-40,0.595064960902547,0.949,0.788,1.21602284324933e-35,"NK-1"
"NK-1.CCL5",2.60598338318883e-36,0.746967623075185,0.913,0.797,6.37918672370794e-32,"NK-1"
"NK-1.CCL4",8.14065911736532e-36,1.65394083334396,0.711,0.561,1.99275194533986e-31,"NK-1"
"NK-1.NKG7",9.53958375833377e-35,0.645484287082764,0.941,0.939,2.33519470820252e-30,"NK-1"
"NK-1.S100A4",1.63623469770675e-33,1.04274098642156,0.703,0.57,4.00533891651634e-29,"NK-1"
"NK-1.DDIT4",2.63755749295085e-33,1.53448815978454,0.502,0.298,6.4564769869944e-29,"NK-1"
"NK-1.FGFBP2",1.19234261105094e-29,1.12007713333711,0.612,0.463,2.91873547759161e-25,"NK-1"
"NK-1.S100A8",5.33624924932194e-27,0.63881454422611,0.83,0.763,1.30626045374152e-22,"NK-1"
"NK-1.S100A9",3.62303269736571e-19,0.615697878441631,0.778,0.717,8.86882173988153e-15,"NK-1"
"NK-1.PFN1",3.74603894405572e-18,0.638575206943008,0.863,0.873,9.169928731154e-14,"NK-1"
"NK-1.CD81",4.22074512348739e-17,1.32975795060698,0.343,0.203,1.03319619877848e-12,"NK-1"
"NK-1.CLIC3",1.15891300149575e-16,1.04428408275132,0.463,0.325,2.83690313636145e-12,"NK-1"
"NK-1.SPON2",1.83430975943638e-15,1.01379634912416,0.488,0.385,4.49020686012431e-11,"NK-1"
"NK-1.JUNB",1.31693081547099e-14,1.16494802548862,0.434,0.328,3.22371494319144e-10,"NK-1"
"NK-1.RPS27",4.4000987819176e-14,0.606013596479874,0.673,0.644,1.07710018082561e-09,"NK-1"
"NK-1.AC099560.1",1.21411020856118e-13,0.580476768218025,0.718,0.704,2.97202037953692e-09,"NK-1"
"NK-1.SH3BGRL3",1.48836892314492e-12,0.647555199673017,0.684,0.658,3.64337828696645e-08,"NK-1"
"NK-1.EMP3",2.58915636761903e-12,0.926941732243987,0.472,0.385,6.33799587229462e-08,"NK-1"
"NK-1.AREG",1.64748323367757e-11,1.37971311423851,0.316,0.202,4.03287420771932e-07,"NK-1"
"NK-1.IL32",2.97690591955591e-10,0.77947478131858,0.43,0.329,7.28716800048092e-06,"NK-1"
"NK-1.FCGR3A",1.91013745320645e-09,0.524466235620565,0.607,0.584,4.67582547170407e-05,"NK-1"
"NK-1.CXCR4",5.81709411083272e-08,0.631947300490573,0.55,0.533,0.00142396646739074,"NK-1"
"NK-1.RNF19B",1.38721610188454e-07,2.51530081391216,0.07,0.02,0.00339576629580318,"NK-1"
"NK-1.HOPX",3.76309051118579e-07,0.765764658074181,0.432,0.384,0.0092116692623317,"NK-1"
"NK-1.CCL4L2",4.33424908816946e-07,0.686610504105579,0.199,0.117,0.01060980834293,"NK-1"
"NK-1.S100A6",6.93989028940506e-07,0.676457648245144,0.479,0.451,0.0169881574394346,"NK-1"
"NK-T.MT2A",4.1068951133894e-62,3.13792970687588,0.657,0.295,1.00532685480659e-57,"NK-T"
"NK-T.MT-CO2",1.5559987628142e-49,0.806745074418727,0.978,0.904,3.80892937149287e-45,"NK-T"
"NK-T.MT1E",1.47062601877575e-40,2.78026746863996,0.444,0.138,3.59994543136115e-36,"NK-T"
"NK-T.S100A8",5.12339808373684e-40,1.01287345173525,0.861,0.679,1.25415661691794e-35,"NK-T"
"NK-T.MT-CO1",1.16067924541732e-36,0.608159867681556,0.997,0.94,2.84122672485706e-32,"NK-T"
"NK-T.S100A4",9.18770898403344e-33,1.01716901911207,0.797,0.605,2.24905928220155e-28,"NK-T"
"NK-T.S100A9",2.47921051661545e-32,0.943282086374004,0.804,0.638,6.06885942362297e-28,"NK-T"
"NK-T.ZFP36",1.18857069098087e-28,1.46248066100542,0.638,0.429,2.90950219445207e-24,"NK-T"
"NK-T.CCL4",4.31999015330454e-26,1.74487009498676,0.606,0.411,1.05749038962742e-21,"NK-T"
"NK-T.PFN1",1.41658940697788e-21,0.874026981707583,0.865,0.807,3.46766920934114e-17,"NK-T"
"NK-T.JUNB",3.69548045222395e-21,1.44280760586459,0.518,0.334,9.04616659899901e-17,"NK-T"
"NK-T.CCL5",1.04446149245139e-20,0.569277967752345,0.959,0.919,2.55673728737175e-16,"NK-T"
"NK-T.DDIT4",7.09060682569479e-20,1.78904171180854,0.382,0.193,1.73570964486183e-15,"NK-T"
"NK-T.MT-CYB",2.57613713485355e-19,0.529519849018799,0.941,0.881,6.30612609240799e-15,"NK-T"
"NK-T.KLRB1",1.80767824681685e-17,1.22058588774767,0.457,0.264,4.42501558038298e-13,"NK-T"
"NK-T.RPS27",5.47868156170887e-17,0.743902162362039,0.801,0.784,1.34112645949072e-12,"NK-T"
"NK-T.BTG1",9.65476879393242e-16,0.602768246812199,0.859,0.828,2.36339085306672e-11,"NK-T"
"NK-T.CD52",1.98195734174638e-14,0.736593403062771,0.693,0.571,4.85163337686096e-10,"NK-T"
"NK-T.CXCR4",2.5409075654196e-14,0.834168845279042,0.674,0.591,6.21988762939064e-10,"NK-T"
"NK-T.EMP3",3.7586222418043e-13,1.09426049041929,0.54,0.433,9.20073138571274e-09,"NK-T"
"NK-T.NKG7",3.99769005590845e-12,0.576737526368493,0.865,0.89,9.78594548785831e-08,"NK-T"
"NK-T.AC099560.1",1.59713470386727e-11,0.607897284196648,0.812,0.814,3.90962604159668e-07,"NK-T"
"NK-T.HOPX",1.81533597612552e-11,1.50585313610179,0.291,0.158,4.44376093595767e-07,"NK-T"
"NK-T.CLIC3",5.52310129388369e-11,1.87183923575551,0.192,0.075,1.35199996572979e-06,"NK-T"
"NK-T.MT-ND4L",4.39078706841245e-10,0.904704389723964,0.562,0.496,1.07482076647668e-05,"NK-T"
"NK-T.CAMP",4.81866483312269e-10,1.56889206085405,0.268,0.149,1.1795609645001e-05,"NK-T"
"NK-T.S100A12",5.86956069327393e-10,1.25400602895897,0.271,0.149,1.43680976210653e-05,"NK-T"
"NK-T.FCGR3A",2.91301965311679e-09,1.55640977621381,0.285,0.172,7.1307808088646e-05,"NK-T"
"NK-T.ZFP36L2",3.13703916990817e-09,0.661205689739708,0.651,0.633,7.67915818401821e-05,"NK-T"
"NK-T.DUSP2",9.84617928918478e-08,1.25321638009046,0.347,0.252,0.00241024622819954,"NK-T"
"NK-T.UCP2",4.95564264828952e-07,1.20158383650462,0.235,0.141,0.0121309176387479,"NK-T"
"NK-T.KLRF1",7.51695115743307e-07,1.43320312931994,0.202,0.112,0.0184007447382804,"NK-T"
"Others.MT-CO2",5.97745872805553e-18,0.854998619467294,0.956,0.841,1.46322212204071e-13,"Others"
"Others.MT-CYB",4.93237396014226e-14,0.752260424604415,0.945,0.815,1.20739582170322e-09,"Others"
"Others.MT-CO1",2.49225876181175e-11,0.595206762897092,0.989,0.847,6.10080022303897e-07,"Others"
"Others.MT-ND4L",5.22200217784205e-09,1.15840351028461,0.617,0.453,0.000127829391311396,"Others"
"Others.TNFAIP3",1.14724241516487e-08,1.33099050828483,0.454,0.241,0.000280833470808208,"Others"
"Others.MT2A",2.20530239877562e-07,1.87340377929125,0.301,0.126,0.00539835974196284,"Others"
"Others.S100A8",7.79510819077967e-07,0.674927965287424,0.858,0.779,0.0190816453402096,"Others"
"Others.TAGAP",8.64383720720958e-07,2.29381400712504,0.191,0.059,0.0211592490995283,"Others"
"CD4+ naive T-2.S100A8",9.76521569470109e-27,1.7937583331613,0.941,0.582,2.39042714990588e-22,"CD4+ naive T-2"
"CD4+ naive T-2.S100A9",1.17885630148129e-22,1.90646910155779,0.873,0.501,2.88572234039605e-18,"CD4+ naive T-2"
"CD4+ naive T-2.CAMP",1.6181528260976e-15,2.50448136571913,0.48,0.148,3.96107630300431e-11,"CD4+ naive T-2"
"CD4+ naive T-2.S100A12",3.77790796202536e-15,1.99101401581015,0.51,0.156,9.24794090024188e-11,"CD4+ naive T-2"
"CD4+ naive T-2.S100A4",3.3895081346647e-14,1.96052764453168,0.627,0.309,8.29717696284573e-10,"CD4+ naive T-2"
"CD4+ naive T-2.MT-CO1",8.04169437521431e-14,0.762861596453824,0.99,0.975,1.96852636610871e-09,"CD4+ naive T-2"
"CD4+ naive T-2.RPS27",8.4465978208408e-14,1.31737513329837,0.843,0.799,2.06764268056362e-09,"CD4+ naive T-2"
"CD4+ naive T-2.CCL5",1.23881143182807e-13,4.72590890301304,0.245,0.028,3.03248650397193e-09,"CD4+ naive T-2"
"CD4+ naive T-2.LTF",7.23805163665677e-12,1.68799439060656,0.539,0.24,1.77180266013721e-07,"CD4+ naive T-2"
"CD4+ naive T-2.MT-CO2",1.23003254960864e-11,0.798961214566451,0.971,0.936,3.01099667818698e-07,"CD4+ naive T-2"
"CD4+ naive T-2.CD52",3.69259385139023e-11,1.5931175712585,0.657,0.412,9.03910048881814e-07,"CD4+ naive T-2"
"CD4+ naive T-2.AC099560.1",5.44595084116269e-11,1.14813364968997,0.902,0.869,1.33311430640822e-06,"CD4+ naive T-2"
"CD4+ naive T-2.MMP9",3.74804473603546e-10,2.96071152340893,0.265,0.058,9.1748387093412e-06,"CD4+ naive T-2"
"CD4+ naive T-2.XIST",5.56658450722153e-09,4.77965622350878,0.118,0.006,0.000136264422152276,"CD4+ naive T-2"
"CD4+ naive T-2.MT-CYB",4.01382600653597e-07,0.603716897996399,0.922,0.939,0.0098254446813994,"CD4+ naive T-2"
"CD4+ naive T-2.MYL6",4.86460917074027e-07,1.28739413103942,0.529,0.326,0.0119080767890551,"CD4+ naive T-2"
"CD4+ naive T-2.AHNAK",6.04405943897421e-07,1.63311915548125,0.353,0.15,0.014795253100665,"CD4+ naive T-2"
"CD4+ naive T-2.MT1E",1.06002482091005e-06,4.28476992125728,0.108,0.011,0.0259483475910572,"CD4+ naive T-2"
"CD4+ naive T-2.RPS7",1.11913887018106e-06,0.844366660378186,0.784,0.696,0.0273954004031621,"CD4+ naive T-2"
"CD4+ naive T-2.MMP25",1.12098707444445e-06,5.17837553647749,0.078,0.003,0.0274406425953256,"CD4+ naive T-2"
"CD4+ naive T-2.G0S2",1.3459670705647e-06,4.46503961069818,0.088,0.006,0.0329479279203533,"CD4+ naive T-2"
"NK-2.CCL5",5.68406800280007e-09,1.33475235268133,0.899,0.697,0.000139140300640543,"NK-2"
"NK-2.CCL4",6.50610622827591e-09,2.2442480320696,0.886,0.648,0.000159262974361966,"NK-2"
"NK-2.CD3D",8.71923421916156e-09,3.61597360335659,0.342,0.062,0.000213438134450856,"NK-2"
"NK-2.S100A8",3.42031886845652e-08,1.66333065937814,0.835,0.724,0.000837259855809472,"NK-2"
"NK-2.AC099560.1",6.45739568874373e-08,1.16058006974412,0.81,0.71,0.00158070589064758,"NK-2"
"NK-2.MT-CO2",3.39511820202691e-07,0.612763060820525,0.949,0.959,0.00831090984674168,"NK-2"
"NK-2.CAMP",5.40162113129112e-07,3.62009270548078,0.405,0.152,0.0132226283672875,"NK-2"
"NK-2.MT-CO1",7.22224779058079e-07,0.566013493840948,1,0.979,0.0176793403665627,"NK-2"
"NK-2.LTF",8.49604210015319e-07,3.00387865526345,0.481,0.228,0.020797461456965,"NK-2"
