pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_APICAL_JUNCTION	0.0922060582287675	0.148230088495575	0.287805130535564	-0.772727272727273	-1.58913606396464	3	ACTB PFN1 ARPC2
HALLMARK_COMPLEMENT	0.83987915407855	0.83987915407855	0.0736212741014394	-0.350826074437193	-0.72148400444002	3	S100A9 PFN1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0988200589970502	0.148230088495575	0.170932335370056	0.745490800982897	1.35296010413909	3	LGALS1 TPM4
