pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_APICAL_JUNCTION	0.170588235294118	0.341176470588235	0.184706471207739	-0.62962962962963	-1.38610442288912	3	ACTB PFN1 ARPC2
HALLMARK_COMPLEMENT	0.984869325997249	0.984869325997249	0.0287861460642093	0.222747966187581	0.446240087833856	4	FCER1G S100A9 PLEK PFN1
