,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Psmb1,3.86464690055893e-19,1.00308852936857,0.5,0.431,6.34343142257743e-15
Apom,3.49009922264071e-18,1.18611903135691,0.479,0.439,5.72864886404246e-14
Iah1,2.35620406105901e-17,1.21906569453426,0.425,0.357,3.86747334582226e-13
Tuba4a,2.81823626084091e-17,1.26837494770157,0.433,0.373,4.62585299854428e-13
G0s2,4.98870659815802e-17,1.0995481298466,0.506,0.491,8.18846301021658e-13
Ndufa12,8.12195873408895e-16,1.01026731174932,0.482,0.441,1.33313830661336e-11
Ndufs7,3.37350478154789e-15,1.05517047693212,0.436,0.375,5.53727074843271e-11
Cmbl,4.93695417112193e-14,1.18395159007647,0.408,0.349,8.10351657647954e-10
Psmb2,6.44366626991883e-14,1.01679155571834,0.421,0.352,1.05766338154448e-09
Acot13,2.36542206044063e-13,1.25330209102679,0.323,0.241,3.88260377000726e-09
1110001J03Rik,5.95640361499371e-13,1.23515146490859,0.38,0.323,9.77684089365067e-09
Upb1,8.10895256463633e-13,1.09208099980546,0.436,0.4,1.33100347395941e-08
Gstt1,2.14173710867769e-12,1.06461358346408,0.449,0.429,3.51544729018357e-08
Ndufa11,7.67670941175107e-12,1.01395096319604,0.47,0.469,1.26005508284482e-07
Nnmt,9.06948700365893e-12,1.23599350049259,0.422,0.4,1.48866559678058e-07
Aspdh,2.78096632157587e-10,1.20479298097661,0.324,0.266,4.56467812023464e-06
Gm1821.1,4.70322896878285e-10,1.01566923182905,0.229,0.153,7.71988002936017e-06
Fh1,1.88723796558168e-09,1.1970402436509,0.302,0.243,3.09771239670577e-05
Fndc5,3.84393706798775e-08,1.40707427269369,0.238,0.182,0.000630943830339509
Adh4,5.87202817590473e-08,1.3649808337834,0.237,0.182,0.000963834704793002
Ccs,7.22284204983173e-08,1.06069805540416,0.415,0.413,0.00118555729405938
Sult1d1,9.74041979922698e-08,1.00186777833081,0.382,0.364,0.00159879250584512
Rnaseh2c,2.7859521445365e-07,1.21527579238499,0.271,0.223,0.00457286185004222
