pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_COMPLEMENT	0.767676767676768	0.767676767676768	0.0840745577910723	-0.411764705882353	-0.810641627543037	3	S100A12 LTF S100A9
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.15035799522673	0.300715990453461	0.120433371642259	0.666057258778631	1.28547083518228	6	IFIT1 IFIT3 XAF1 IFI44L HLA-DRB1
