pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0607476635514019	0.0607476635514019	0.227987202850442	0.767254019491267	1.47927015658622	3	IFI27 IFIT1
