,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Ubb,0,1.75330766628537,0.872,0.363,0
Gstp2,0,2.77448202855977,0.853,0.506,0
Gstp1,0,2.45962500142832,0.862,0.541,0
Hsd17b10,0,2.13579877408193,0.665,0.35,0
Fabp2,0,2.41764376140733,0.718,0.409,0
Hist1h2bc,0,2.31259927902226,0.819,0.516,0
Pecr,0,2.24990867081515,0.709,0.422,0
Ech1,0,2.13148238252213,0.775,0.502,0
Prdx5,0,1.94212357807062,0.737,0.464,0
Ndufb2,0,1.92281745367496,0.694,0.432,0
S100a10,0,1.93458431383951,0.735,0.476,0
Tst,0,2.07031146965387,0.684,0.43,0
Acat1,0,2.11132717241637,0.743,0.492,0
Txn1,0,1.74055364307775,0.772,0.529,0
Angptl3,0,1.91399869501525,0.792,0.575,0
Sdhb,0,1.73440609244263,0.728,0.511,0
Edf1,0,1.77946792631688,0.767,0.551,0
Mif,0,1.84497841565111,0.743,0.529,0
Uqcrb,0,2.00874237962,0.895,0.688,0
Etfb,0,2.04790666050421,0.863,0.664,0
Ddt,0,2.12414997405354,0.936,0.751,0
Cox7b,0,1.75980430268884,0.846,0.665,0
Chchd10,0,1.84064506604581,0.976,0.808,0
Cox6b1,0,1.73876151833863,0.916,0.759,0
Atp5h,0,1.53761714067419,0.827,0.682,0
Ppia,0,1.56564254247232,0.875,0.732,0
Ass1,0,2.20831256329752,0.977,0.836,0
Urah,0,1.66704781300439,0.829,0.693,0
Cycs,0,1.69700507074715,0.815,0.682,0
Akr1c6,0,1.43508896415578,0.912,0.783,0
Nme2,0,1.55247889874137,0.889,0.761,0
Fbp1,0,1.77822075415786,0.934,0.809,0
Arg1,0,1.63183309394189,0.907,0.783,0
Cox5b,0,1.47330862507576,0.84,0.717,0
Ttc36,0,1.5764435484707,0.941,0.823,0
Mpc1,0,1.58184187372454,0.826,0.711,0
Hrsp12,0,1.93812441606686,0.918,0.804,0
Rps6,0,1.17190095816302,0.886,0.773,0
Atp5j2,0,1.51160690444467,0.894,0.781,0
Acaa2,0,1.6514535581919,0.896,0.787,0
Gapdh,0,1.74933013244132,0.864,0.756,0
Gsta3,0,1.39603343387079,0.95,0.845,0
Rpl36al,0,1.3577468648856,0.84,0.737,0
Wfdc21,0,1.0752868968403,0.955,0.853,0
Atp5j,0,1.54173397259554,0.928,0.829,0
Rps2,0,1.56343065341273,0.907,0.812,0
Msrb1,0,1.46541784082307,0.854,0.762,0
Mdh1,0,1.43283375291164,0.863,0.772,0
Car3,0,1.28259669410392,0.971,0.881,0
Slc25a5,0,1.46560894408389,0.84,0.753,0
Cox5a,0,1.26203603503974,0.845,0.76,0
Gnmt,0,1.49386315694591,0.96,0.878,0
Aldob,0,1.57703001291036,0.985,0.905,0
Bhmt,0,1.46171127697935,0.986,0.908,0
Acaa1b,0,1.32868702936454,0.952,0.874,0
2010107E04Rik,0,1.30865672594063,0.853,0.777,0
Hpd,0,1.04404707394865,0.952,0.89,0
Ifitm3,0,1.03203343537754,0.897,0.836,0
Cdo1,0,1.19723155226289,0.922,0.866,0
Gstm1,0,1.55602921506913,0.931,0.883,0
Fabp1,0,1.73559244083702,0.997,0.949,0
Ndufa4,0,1.41862447732543,0.964,0.919,0
Eif1,0,1.30705437598394,0.94,0.896,0
Dbi,0,1.59569272420785,0.991,0.956,0
Atp5b,0,1.28112464314717,0.895,0.862,0
Cyb5a,0,1.37335058351824,0.976,0.95,0
Oaz1,0,1.10714098673523,0.9,0.889,0
Prdx1,0,1.58000281843899,0.995,0.984,0
Fth1,0,1.05273622644387,0.999,0.994,0
Ftl1,0,1.4251412953002,1,1,0
Park7,1.20988708311501e-300,1.46468987144823,0.792,0.679,1.98590865822498e-296
Adk,7.74136668281209e-299,1.13179375214852,0.879,0.843,1.27066792731678e-294
Hspe1,1.86303308913096e-297,1.30839757089625,0.815,0.695,3.05798251249955e-293
Hagh,3.08104651407524e-291,1.74021438897753,0.728,0.533,5.05722974820309e-287
Eci1,3.42805355561232e-291,2.33445835981565,0.582,0.265,5.62680710618207e-287
Glyat,6.63726666940183e-283,2.21128781733784,0.625,0.351,1.08944095111562e-278
