,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Sds,2.88292490152401e-85,1.78708001491991,0.567,0.357,4.7320329333615e-81
2310039H08Rik,7.36040061187959e-85,1.98682038128298,0.463,0.218,1.20813615643392e-80
Dynlrb1,1.66861086967457e-84,1.48783096696021,0.549,0.301,2.73885788148383e-80
Bnip3,2.76276318859667e-84,2.14056163600015,0.423,0.173,4.53479949776257e-80
Idh1,8.29810008836945e-84,1.41213001773662,0.616,0.441,1.36205014850496e-79
Cbs,1.2488942789672e-83,1.36653401477957,0.629,0.451,2.04993506949676e-79
Krt18,6.03157162932619e-83,1.66581273314822,0.547,0.339,9.90022167237602e-79
Srp9,1.040522846114e-82,1.43177527468086,0.574,0.354,1.70791419961153e-78
Fh1,1.08462028621444e-82,2.23813781092218,0.417,0.177,1.78029573779238e-78
Ebpl,2.29034605684037e-82,1.88603125358632,0.501,0.283,3.75937401769778e-78
Gnpnat1,4.28478697993403e-82,2.18847949786522,0.421,0.18,7.03304934886372e-78
D10Jhu81e,1.03196065138382e-81,2.42828211744658,0.361,0.118,1.69386021318139e-77
Car5a,1.4631799967278e-81,2.72179578513791,0.298,0.063,2.40166364662901e-77
Eny2,1.49910869013999e-81,1.74195824887657,0.488,0.249,2.46063700399578e-77
Aes,2.88058046281607e-80,1.35952517857483,0.621,0.455,4.72818477166629e-76
Rpl29,1.09569129744069e-79,1.0202299506025,0.635,0.376,1.79846769561915e-75
Alad,4.39076581211071e-79,1.8151090129957,0.495,0.273,7.20700300399852e-75
Prdx3,5.70130947555152e-78,2.16755198214299,0.393,0.156,9.35812937317026e-74
Acat3,1.2236064477437e-77,1.89698108508547,0.481,0.269,2.00842762332651e-73
Hacl1,1.54398839673951e-77,2.31032874950754,0.42,0.196,2.53430255440824e-73
Psmb7,2.88053025056902e-77,1.82596089935924,0.447,0.209,4.72810235328399e-73
Ttpa,2.91199411944909e-77,1.35640385862249,0.606,0.415,4.77974714766373e-73
Ndufs7,8.74840606076678e-77,1.40178638299221,0.537,0.311,1.43596337081426e-72
Ndufa1,1.94224267017248e-76,1.34853667719788,0.59,0.391,3.1879971188211e-72
Slc25a3,2.73331115529877e-76,1.13049482546297,0.665,0.523,4.4864569303074e-72
Ccs,3.39049363011397e-76,1.6130194421336,0.533,0.332,5.56515624446908e-72
