,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AEBP15,1.13155584142431e-13,0.633505788737483,0.896,0.774,2.26311168284862e-10,13,AEBP1
TRABD2A5,1.16330349380977e-13,0.636302361879101,0.11,0.279,2.32660698761953e-10,13,TRABD2A
HIST1H4B6,1.19485844074974e-13,1.68177657852944,0.043,0.135,2.38971688149947e-10,13,HIST1H4B
AC139783.19,2.01057138393843e-13,1.30307214406442,0.043,0.223,4.02114276787685e-10,13,AC139783.1
FXYD25,2.45071545287793e-13,1.2367152472581,0.677,0.486,4.90143090575586e-10,13,FXYD2
CD1097,2.61534675995882e-13,0.730150285300482,0.073,0.239,5.23069351991764e-10,13,CD109
AC109454.111,3.78896010956392e-13,3.134928195941,0.03,0.075,7.57792021912785e-10,13,AC109454.1
SELL4,3.99722717586298e-13,0.885401737821601,0.787,0.705,7.99445435172596e-10,13,SELL
AC112187.37,4.03876257503566e-13,1.37152858180986,0.098,0.306,8.07752515007132e-10,13,AC112187.3
AC006033.26,5.13374792859396e-13,2.1024131601353,0.11,0.18,1.02674958571879e-09,13,AC006033.2
SAPCD22,5.24200831463706e-13,0.93814966454943,0.787,0.666,1.04840166292741e-09,13,SAPCD2
QPRT2,5.3031882658868e-13,0.59762367435686,0.97,0.89,1.06063765317736e-09,13,QPRT
TMPRSS139,5.50881426989335e-13,2.41939117467482,0.012,0.166,1.10176285397867e-09,13,TMPRSS13
BEND76,5.64425382802396e-13,0.588454004081269,0.165,0.325,1.12885076560479e-09,13,BEND7
NMT25,5.7795269521016e-13,0.993636294140787,0.768,0.638,1.15590539042032e-09,13,NMT2
TAS2R3010,5.7890747087793e-13,2.2458610125774,0.055,0.235,1.15781494175586e-09,13,TAS2R30
PSD38,6.01495213870135e-13,2.88542368937883,0.543,0.19,1.20299042774027e-09,13,PSD3
PELI24,6.48521780938236e-13,0.644391691539823,0.921,0.797,1.29704356187647e-09,13,PELI2
AC093510.211,8.02031630624612e-13,3.18494563709156,0.055,0.268,1.60406326124922e-09,13,AC093510.2
AC109460.35,8.13114787473053e-13,0.555324609979714,0.963,0.899,1.6262295749461e-09,13,AC109460.3
LRRFIP22,9.59912987452547e-13,0.841767246271618,0.896,0.715,1.91982597490509e-09,13,LRRFIP2
ZNF7145,9.86440084711938e-13,0.794703353701098,0.89,0.811,1.97288016942388e-09,13,ZNF714
GMFG7,1.0266217759503e-12,0.416832937805297,0.994,0.973,2.0532435519006e-09,13,GMFG
AC093484.25,1.03505598822845e-12,1.34716831695022,0.055,0.184,2.07011197645691e-09,13,AC093484.2
AC103833.25,1.11292636146718e-12,1.92457455467805,0.591,0.48,2.22585272293437e-09,13,AC103833.2
CENPW4,1.15053773827502e-12,0.564151720198997,0.927,0.848,2.30107547655005e-09,13,CENPW
PLA2G4A11,1.29941857956367e-12,2.99312258408327,0.006,0.088,2.59883715912735e-09,13,PLA2G4A
TLCD27,1.35141650529306e-12,1.53596694049049,0.018,0.115,2.70283301058611e-09,13,TLCD2
FCER1G9,1.39626666303496e-12,1.34896944527964,0.146,0.173,2.79253332606992e-09,13,FCER1G
AL356966.16,1.43228477850547e-12,0.664179051811427,0.177,0.354,2.86456955701093e-09,13,AL356966.1
RP9P10,1.46389144361901e-12,2.47993035933013,0.049,0.136,2.92778288723801e-09,13,RP9P
ANGPT18,1.56621084220358e-12,1.04615665439067,0.116,0.309,3.13242168440716e-09,13,ANGPT1
FXYD6-FXYD24,1.73093772237812e-12,1.24429455368189,0.652,0.488,3.46187544475623e-09,13,FXYD6-FXYD2
NSRP1P15,1.76025859931129e-12,0.495746021438916,0.024,0.341,3.52051719862259e-09,13,NSRP1P1
EGR47,1.83301042063384e-12,1.61059654096138,0.03,0.256,3.66602084126767e-09,13,EGR4
SYNM4,1.97047041858231e-12,0.306372729555215,0.037,0.302,3.94094083716461e-09,13,SYNM
MND16,2.02954784742756e-12,0.538017339697565,0.963,0.862,4.05909569485511e-09,13,MND1
POU5F26,2.57715650520769e-12,2.63628435426129,0.085,0.321,5.15431301041537e-09,13,POU5F2
UBC4,2.94439554379687e-12,0.432794971264744,0.988,0.938,5.88879108759374e-09,13,UBC
AC104806.29,3.21818143448268e-12,2.1026075783428,0.073,0.11,6.43636286896536e-09,13,AC104806.2
AKAP93,3.22928953037859e-12,0.668258225053677,0.915,0.817,6.45857906075718e-09,13,AKAP9
SKA36,3.58366384828916e-12,0.816333019255446,0.811,0.72,7.16732769657832e-09,13,SKA3
UTRN5,4.052301511549e-12,1.04741376791052,0.75,0.633,8.10460302309801e-09,13,UTRN
CACNA1C9,4.16277629256935e-12,4.22482797836998,0.049,0.225,8.32555258513869e-09,13,CACNA1C
ZBTB44-DT5,4.2312138730111e-12,0.521141383161347,0.11,0.292,8.46242774602219e-09,13,ZBTB44-DT
CEP1354,4.31746003503331e-12,0.817828052840417,0.848,0.709,8.63492007006662e-09,13,CEP135
TMEM178B7,5.9089833418922e-12,2.57116001992733,0.537,0.186,1.18179666837844e-08,13,TMEM178B
ZNF46910,6.04651456765245e-12,1.3091097113654,0.061,0.235,1.20930291353049e-08,13,ZNF469
SUCLG2-AS111,6.05710100075202e-12,2.51211224287582,0.018,0.169,1.2114202001504e-08,13,SUCLG2-AS1
AC093635.111,6.79501271577187e-12,2.16358031279528,0.085,0.273,1.35900254315437e-08,13,AC093635.1
SGO15,7.45042882172164e-12,0.77911648410746,0.811,0.714,1.49008576434433e-08,13,SGO1
HMGN1P87,7.544005145433e-12,2.42075138606474,0.012,0.186,1.5088010290866e-08,13,HMGN1P8
CIP2A6,7.64532394332519e-12,0.629857861680003,0.823,0.751,1.52906478866504e-08,13,CIP2A
DIRC38,1.02892876681791e-11,2.19772364800708,0.03,0.173,2.05785753363581e-08,13,DIRC3
AC093525.811,1.05127472010291e-11,2.38153675906897,0.037,0.145,2.10254944020583e-08,13,AC093525.8
AC107032.28,1.06409857215422e-11,1.80099738413732,0.061,0.324,2.12819714430844e-08,13,AC107032.2
SRPK24,1.11739499283776e-11,0.442192854749279,0.97,0.892,2.23478998567551e-08,13,SRPK2
VWF9,1.23561533529231e-11,2.9615674156696,0.067,0.17,2.47123067058462e-08,13,VWF
SYN25,1.25531156318124e-11,0.310075109257497,0.189,0.394,2.51062312636249e-08,13,SYN2
LINC017303,1.36497215003289e-11,3.22690929881205,0.5,0.417,2.72994430006577e-08,13,LINC01730
GATA32,1.8394200220383e-11,0.505389113920979,0.939,0.824,3.6788400440766e-08,13,GATA3
NOG8,1.89981593195829e-11,4.01658645028904,0.098,0.146,3.79963186391658e-08,13,NOG
AL008628.111,1.90617408211766e-11,2.42823564525355,0.043,0.331,3.81234816423533e-08,13,AL008628.1
CCDC185,2.71168998458948e-11,0.972431337047349,0.75,0.635,5.42337996917895e-08,13,CCDC18
LINC012264,2.99056840963595e-11,1.57177707285149,0.689,0.597,5.9811368192719e-08,13,LINC01226
CEP702,3.13853829581372e-11,0.537444786243279,0.982,0.886,6.27707659162744e-08,13,CEP70
TLR55,4.33131809290968e-11,0.343850541001711,0.232,0.475,8.66263618581937e-08,13,TLR5
AC025449.27,5.44154831444556e-11,1.25158643076076,0.122,0.304,1.08830966288911e-07,13,AC025449.2
AL353708.16,5.74495681298489e-11,1.87505154520099,0.415,0.127,1.14899136259698e-07,13,AL353708.1
PRDM67,5.78055142573013e-11,1.79961536164324,0.116,0.297,1.15611028514603e-07,13,PRDM6
CYP4A22-AS16,5.98400834592226e-11,0.721277842322447,0.165,0.353,1.19680166918445e-07,13,CYP4A22-AS1
STIL4,6.74536666755559e-11,0.822760714001544,0.799,0.665,1.34907333351112e-07,13,STIL
AARD6,7.78694591119644e-11,1.19928046153578,0.652,0.393,1.55738918223929e-07,13,AARD
AC087491.19,8.43512410407025e-11,1.97861756984161,0.037,0.125,1.68702482081405e-07,13,AC087491.1
LDLR2,9.38102932409289e-11,0.754232859048879,0.805,0.619,1.87620586481858e-07,13,LDLR
IFITM14,1.02057234895532e-10,0.723326761580618,0.866,0.627,2.04114469791063e-07,13,IFITM1
ECI24,1.09368133940251e-10,0.376904476398178,0.97,0.901,2.18736267880501e-07,13,ECI2
AC074050.44,1.13576720327987e-10,0.734655816115262,0.146,0.223,2.27153440655975e-07,13,AC074050.4
MGAT4A6,1.18599094360547e-10,0.776502634811292,0.799,0.733,2.37198188721095e-07,13,MGAT4A
HPGD4,1.2500766261733e-10,1.22081943770649,0.787,0.648,2.5001532523466e-07,13,HPGD
ZNF5567,1.25160038570133e-10,1.02634221101067,0.037,0.271,2.50320077140266e-07,13,ZNF556
FCRLB7,1.32180122598757e-10,2.60078042710995,0.128,0.184,2.64360245197514e-07,13,FCRLB
MAP1A2,1.40978215090701e-10,0.646367358574157,0.866,0.748,2.81956430181402e-07,13,MAP1A
TG7,1.50645368354384e-10,0.929674994046544,0.03,0.205,3.01290736708769e-07,13,TG
AC005224.38,1.54488896545693e-10,1.90676910546251,0.11,0.163,3.08977793091386e-07,13,AC005224.3
MPP12,1.60535331205465e-10,0.788001504685766,0.768,0.711,3.2107066241093e-07,13,MPP1
RPL21P444,1.63802341171287e-10,0.489382557546549,0.152,0.323,3.27604682342574e-07,13,RPL21P44
KCNK15,1.64973890714008e-10,0.702457348458661,0.835,0.726,3.29947781428015e-07,13,KCNK1
TMEM316,1.72170033147974e-10,1.51124033670337,0.061,0.313,3.44340066295947e-07,13,TMEM31
GRAP23,1.95951738722928e-10,1.21309857780473,0.671,0.596,3.91903477445856e-07,13,GRAP2
AC021701.18,1.98322922285381e-10,1.83407196601918,0.165,0.381,3.96645844570762e-07,13,AC021701.1
PGM2L15,2.09385909033195e-10,0.814127196761887,0.805,0.678,4.1877181806639e-07,13,PGM2L1
AC147067.15,2.09850597783142e-10,3.64789617674722,0.524,0.32,4.19701195566285e-07,13,AC147067.1
AC090229.16,2.58454132699642e-10,0.479807966711935,0.055,0.369,5.16908265399285e-07,13,AC090229.1
PBK3,2.84254803966151e-10,0.665363823607953,0.793,0.709,5.68509607932303e-07,13,PBK
PRDM85,2.85335202801831e-10,0.942356385228599,0.646,0.436,5.70670405603661e-07,13,PRDM8
MME5,2.98713176266113e-10,1.53989840966951,0.616,0.547,5.97426352532225e-07,13,MME
ZNF5825,3.58881319991313e-10,0.750230807362728,0.116,0.366,7.17762639982625e-07,13,ZNF582
NEIL34,4.0301979768634e-10,0.905662045937141,0.707,0.659,8.06039595372681e-07,13,NEIL3
IFIT14,4.0939664139086e-10,2.04477087660837,0.604,0.473,8.18793282781721e-07,13,IFIT1
AC024243.18,4.23182066419571e-10,1.00675961196644,0.189,0.305,8.46364132839142e-07,13,AC024243.1
P2RY103,4.32533207321753e-10,0.477299352674452,0.561,0.251,8.65066414643506e-07,13,P2RY10
SLC35G58,4.57890159937845e-10,2.06564146525137,0.012,0.171,9.1578031987569e-07,13,SLC35G5
DIAPH14,5.50504178442239e-10,0.375645372158105,1,0.951,1.10100835688448e-06,13,DIAPH1
SOX45,5.61287311310154e-10,0.278411349595086,1,0.984,1.12257462262031e-06,13,SOX4
EMC94,5.76668353545446e-10,0.780866072890934,0.744,0.702,1.15333670709089e-06,13,EMC9
HSPD1P104,6.56881255035421e-10,1.7290935143228,0.073,0.282,1.31376251007084e-06,13,HSPD1P10
AL359878.15,7.2823783855977e-10,0.210063123949094,0.134,0.31,1.45647567711954e-06,13,AL359878.1
MACROD28,8.01834369050161e-10,1.55021068894236,0.098,0.218,1.60366873810032e-06,13,MACROD2
REPS24,8.29704472062776e-10,0.406077932651546,0.012,0.153,1.65940894412555e-06,13,REPS2
HOOK19,8.35812129866999e-10,2.85628453474706,0.024,0.11,1.671624259734e-06,13,HOOK1
AC008883.38,8.44250405696822e-10,1.27595437035958,0.03,0.324,1.68850081139364e-06,13,AC008883.3
AC139491.25,8.52811875674373e-10,1.51983060151521,0.085,0.221,1.70562375134875e-06,13,AC139491.2
TNFSF89,8.69164676338078e-10,3.75202776390491,0.018,0.059,1.73832935267616e-06,13,TNFSF8
OLAH5,8.71345507562781e-10,0.374408947709211,0.134,0.219,1.74269101512556e-06,13,OLAH
AC010624.55,8.84831388845572e-10,1.13029869773422,0.085,0.247,1.76966277769114e-06,13,AC010624.5
IL6R6,9.44020553357019e-10,1.13444056769043,0.098,0.142,1.88804110671404e-06,13,IL6R
ITPR23,1.51288395243256e-09,0.806029278340133,0.823,0.737,3.02576790486513e-06,13,ITPR2
ANKRD124,1.69703738929842e-09,0.780619943765975,0.884,0.76,3.39407477859684e-06,13,ANKRD12
ARL4AP59,1.71891967627765e-09,2.51341269028441,0.024,0.102,3.4378393525553e-06,13,ARL4AP5
PGAM1P56,1.94164863709817e-09,1.1899893538297,0.055,0.444,3.88329727419634e-06,13,PGAM1P5
BBX4,1.96881629018151e-09,0.645876790430334,0.866,0.772,3.93763258036302e-06,13,BBX
CD485,2.09847528016115e-09,0.958270362282679,0.787,0.594,4.1969505603223e-06,13,CD48
FCMR2,2.23080713087569e-09,1.29767376101165,0.689,0.581,4.46161426175138e-06,13,FCMR
INSIG15,2.28290375191559e-09,0.376634701129035,0.982,0.919,4.56580750383119e-06,13,INSIG1
HSP90B13,2.38100980491013e-09,0.203162130459847,0.994,0.977,4.76201960982027e-06,13,HSP90B1
MTUS15,2.67261705731782e-09,0.477476065485278,0.152,0.187,5.34523411463565e-06,13,MTUS1
BCL2L103,2.81208777846923e-09,0.408669227275186,0.104,0.122,5.62417555693846e-06,13,BCL2L10
AC007622.27,2.95476406643771e-09,1.31990348929735,0.165,0.359,5.90952813287543e-06,13,AC007622.2
GPR194,3.17375891005996e-09,2.22787773760253,0.543,0.309,6.34751782011991e-06,13,GPR19
AL135786.27,3.17516894570034e-09,1.63140266173427,0.085,0.157,6.35033789140068e-06,13,AL135786.2
RPL26P279,3.38852900411477e-09,2.44892695228243,0.128,0.189,6.77705800822954e-06,13,RPL26P27
FAM111A6,3.44506697476719e-09,0.434584611623708,0.909,0.816,6.89013394953438e-06,13,FAM111A
CLEC2B5,3.68010776996769e-09,0.982535406288474,0.689,0.532,7.36021553993538e-06,13,CLEC2B
STK396,3.82030720528239e-09,0.513314508902839,0.896,0.818,7.64061441056478e-06,13,STK39
FLJ455134,5.01434253594296e-09,0.713516399197527,0.189,0.359,1.00286850718859e-05,13,FLJ45513
SIPA1L25,5.37741953363232e-09,0.668014029031674,0.854,0.723,1.07548390672646e-05,13,SIPA1L2
AL513217.18,5.65184105856634e-09,1.3513957256053,0.128,0.279,1.13036821171327e-05,13,AL513217.1
PDZK110,6.28618606452309e-09,2.35713690498382,0.091,0.163,1.25723721290462e-05,13,PDZK1
LINC0016710,7.00730197766939e-09,2.65061854828893,0.006,0.052,1.40146039553388e-05,13,LINC00167
TBC1D308,9.02448662851189e-09,1.9488627577576,0.159,0.234,1.80489732570238e-05,13,TBC1D30
SLC16A46,1.02004485424555e-08,2.00225692915776,0.171,0.222,2.0400897084911e-05,13,SLC16A4
AL137784.19,1.0330984736866e-08,2.52063181007865,0.061,0.329,2.0661969473732e-05,13,AL137784.1
PLXDC17,1.07784168318725e-08,2.25542552527791,0.512,0.382,2.1556833663745e-05,13,PLXDC1
PRKN4,1.17404863354672e-08,7.98799963830291,0.043,0.081,2.34809726709345e-05,13,PRKN
AC007262.25,1.35345637079542e-08,1.24750311072435,0.591,0.449,2.70691274159084e-05,13,AC007262.2
AC015871.78,1.3710991079581e-08,3.73331488220144,0.451,0.2,2.74219821591619e-05,13,AC015871.7
RASGRP33,1.53334902058492e-08,1.16239599301958,0.524,0.241,3.06669804116985e-05,13,RASGRP3
HOXA106,1.65397737896814e-08,0.825490288039459,0.244,0.299,3.30795475793628e-05,13,HOXA10
FRMD36,1.6698134477647e-08,1.13269561187641,0.14,0.375,3.3396268955294e-05,13,FRMD3
CCDC1736,1.79112565342995e-08,2.87923595797532,0.482,0.181,3.58225130685991e-05,13,CCDC173
SPINK27,1.79142377555959e-08,1.24687897561477,0.677,0.582,3.58284755111918e-05,13,SPINK2
ANKRD20A7P7,2.4866897219795e-08,1.92199826518769,0.159,0.265,4.97337944395901e-05,13,ANKRD20A7P
TSPAN122,2.58755985051322e-08,0.157241977569552,0.073,0.159,5.17511970102644e-05,13,TSPAN12
ELF39,2.65106132857637e-08,1.74204688214769,0.061,0.186,5.30212265715275e-05,13,ELF3
POU2F15,2.78228333614818e-08,0.842562641325742,0.726,0.659,5.56456667229636e-05,13,POU2F1
EGR33,3.05861844159561e-08,0.140257133417936,0.152,0.135,6.11723688319123e-05,13,EGR3
SPATA177,3.07326521651694e-08,0.218009263327193,0.091,0.357,6.14653043303389e-05,13,SPATA17
HPS46,3.1636640067529e-08,0.639909831660912,0.732,0.726,6.3273280135058e-05,13,HPS4
AC046130.15,3.40779839654096e-08,0.244178655399755,0.28,0.402,6.81559679308192e-05,13,AC046130.1
LINC017637,3.62234781439214e-08,1.20933856961155,0.159,0.384,7.24469562878428e-05,13,LINC01763
CD695,3.66213621975104e-08,0.852466382432617,0.707,0.442,7.32427243950209e-05,13,CD69
GRM45,3.78200350820287e-08,0.600574437833313,0.287,0.449,7.56400701640574e-05,13,GRM4
SHISA24,3.81475162687324e-08,0.445116765078207,0.732,0.664,7.62950325374649e-05,13,SHISA2
RNF325,3.83447135882735e-08,1.43416965624139,0.555,0.284,7.66894271765471e-05,13,RNF32
GASK1A4,3.85684890288566e-08,2.0037117419778,0.524,0.371,7.71369780577132e-05,13,GASK1A
CDCA56,4.11492824747989e-08,0.277247683421012,0.963,0.848,8.22985649495978e-05,13,CDCA5
AC090152.16,4.75192888763999e-08,0.684153752502439,0.756,0.694,9.50385777527998e-05,13,AC090152.1
CEP1285,5.23553612639817e-08,1.37328174631331,0.695,0.588,0.000104710722527964,13,CEP128
PAX8-AS17,5.40022252272572e-08,2.87887332736659,0.116,0.302,0.000108004450454514,13,PAX8-AS1
AC002091.210,5.75861011302028e-08,3.29069930773649,0.018,0.088,0.000115172202260406,13,AC002091.2
AC015971.17,5.97722965636299e-08,2.36756431874855,0.049,0.173,0.00011954459312726,13,AC015971.1
CBFA2T33,6.00123823712151e-08,0.649982278986981,0.835,0.754,0.00012002476474243,13,CBFA2T3
AC096642.16,6.71754238817956e-08,2.22731127609767,0.415,0.377,0.000134350847763591,13,AC096642.1
HDAC94,7.08376143037696e-08,0.815247852270391,0.762,0.639,0.000141675228607539,13,HDAC9
IQGAP24,7.31451280451537e-08,0.519136067894912,0.921,0.828,0.000146290256090307,13,IQGAP2
NKX3-14,8.49545441525057e-08,0.722976585894447,0.915,0.857,0.000169909088305011,13,NKX3-1
AC009088.15,8.58271870750152e-08,1.24425669057405,0.043,0.145,0.00017165437415003,13,AC009088.1
AC024568.17,8.60136013721263e-08,0.632569210042337,0.079,0.282,0.000172027202744253,13,AC024568.1
AL591135.17,9.95650548377507e-08,3.23193417783097,0.47,0.353,0.000199130109675501,13,AL591135.1
TTF15,1.02130726517868e-07,0.431874150876089,0.902,0.845,0.000204261453035736,13,TTF1
RCSD15,1.04379336637312e-07,0.478683097403016,0.915,0.853,0.000208758673274624,13,RCSD1
CAST5,1.04865885073698e-07,1.04327167382855,0.695,0.409,0.000209731770147395,13,CAST
AKR1B12,1.13157965881312e-07,0.448972390279354,0.951,0.879,0.000226315931762624,13,AKR1B1
GABRB27,1.26665142484574e-07,2.26600735450784,0.494,0.425,0.000253330284969148,13,GABRB2
EPSTI13,1.27321808916638e-07,0.996979835216122,0.64,0.351,0.000254643617833275,13,EPSTI1
CCDC1684,1.37981643472012e-07,1.09232034664507,0.085,0.344,0.000275963286944024,13,CCDC168
CMTM27,1.50498655253113e-07,0.509803750708706,0.146,0.376,0.000300997310506226,13,CMTM2
PLEKHD15,1.64785292565581e-07,2.90738915284926,0.476,0.346,0.000329570585131163,13,PLEKHD1
PALM2-AKAP25,1.66914031007784e-07,0.279915472506275,0.994,0.971,0.000333828062015568,13,PALM2-AKAP2
RPL23AP496,1.77945360183712e-07,3.18234604016538,0.396,0.295,0.000355890720367424,13,RPL23AP49
CEP685,1.88470623449113e-07,0.681333004703663,0.738,0.553,0.000376941246898226,13,CEP68
ARHGAP263,1.88931933282056e-07,0.733049543110525,0.707,0.482,0.000377863866564111,13,ARHGAP26
SIGLEC157,1.91956560478594e-07,1.10839009440902,0.122,0.29,0.000383913120957187,13,SIGLEC15
VSIR3,1.92734332756497e-07,1.48692880939109,0.573,0.45,0.000385468665512995,13,VSIR
AC005165.15,2.05621749794358e-07,0.615170730781493,0.238,0.34,0.000411243499588717,13,AC005165.1
GOLGA44,2.07941457028623e-07,0.561345337805389,0.915,0.866,0.000415882914057246,13,GOLGA4
AL117344.26,2.16565089238413e-07,0.348282533989856,0.116,0.352,0.000433130178476825,13,AL117344.2
LCK6,2.6852332856934e-07,0.228983204332851,1,0.972,0.000537046657138679,13,LCK
FAT14,2.69524167108852e-07,0.619448303682477,0.793,0.661,0.000539048334217704,13,FAT1
AC008429.17,2.78212099873966e-07,1.81606249057482,0.183,0.217,0.000556424199747932,13,AC008429.1
RAP1GAP4,3.24242682841975e-07,0.991281611798328,0.762,0.673,0.00064848536568395,13,RAP1GAP
GDAP1L16,3.31572327763503e-07,1.97387299719309,0.189,0.188,0.000663144655527007,13,GDAP1L1
ANXA12,3.49820941023083e-07,1.73092776192169,0.591,0.572,0.000699641882046165,13,ANXA1
SLIT27,4.22557778306852e-07,0.554458034737112,0.018,0.266,0.000845115556613705,13,SLIT2
HIVEP34,4.34937356861748e-07,0.655889612750333,0.762,0.735,0.000869874713723496,13,HIVEP3
AC002558.29,4.43217547836263e-07,3.03552513415411,0.098,0.254,0.000886435095672525,13,AC002558.2
AC100821.110,4.71068221695268e-07,1.50815249495736,0.012,0.303,0.000942136443390536,13,AC100821.1
MCF24,4.76207216893805e-07,1.25170442507054,0.561,0.358,0.00095241443378761,13,MCF2
CXXC43,5.21809513863364e-07,2.07592095986186,0.506,0.208,0.00104361902772673,13,CXXC4
AC135050.38,5.234361021552e-07,1.72631304628779,0.061,0.089,0.0010468722043104,13,AC135050.3
CHI3L26,5.24451158966638e-07,0.290684285785122,0.994,0.989,0.00104890231793328,13,CHI3L2
TMC88,5.30034531614118e-07,0.789394010617987,0.701,0.639,0.00106006906322824,13,TMC8
KIAA05863,5.56321500041765e-07,0.607894668701855,0.762,0.679,0.00111264300008353,13,KIAA0586
SHISA97,6.02627622989588e-07,3.20542659725721,0.427,0.213,0.00120525524597918,13,SHISA9
TMEM1566,6.34705306172051e-07,1.26441743860218,0.165,0.156,0.0012694106123441,13,TMEM156
IFITM22,6.46910134818372e-07,0.396519376954447,0.915,0.769,0.00129382026963674,13,IFITM2
IDH25,6.67998791196005e-07,0.288264247072791,0.982,0.941,0.00133599758239201,13,IDH2
NFIB6,6.78637675767923e-07,1.65549781771061,0.189,0.229,0.00135727535153585,13,NFIB
TNNI3K8,7.12168027364973e-07,3.53026349905234,0.018,0.196,0.00142433605472995,13,TNNI3K
MAST43,7.15202703075147e-07,1.01236452862426,0.634,0.557,0.00143040540615029,13,MAST4
AL589993.19,7.26198099986737e-07,1.68296003516573,0.018,0.145,0.00145239619997347,13,AL589993.1
HSPH14,7.57817526939277e-07,0.474449344660929,0.799,0.66,0.00151563505387855,13,HSPH1
AC078909.19,7.69890606944005e-07,5.740608737725,0.415,0.27,0.00153978121388801,13,AC078909.1
ECEL19,8.38381374345193e-07,2.16451662423712,0.128,0.339,0.00167676274869039,13,ECEL1
STMN17,9.30631208395906e-07,0.21622511219066,1,0.997,0.00186126241679181,13,STMN1
AC079601.17,9.52042360741698e-07,2.00044803654464,0.055,0.15,0.0019040847214834,13,AC079601.1
C11orf745,9.57324917948112e-07,1.64106872553886,0.53,0.408,0.00191464983589622,13,C11orf74
EXPH56,9.94195613071522e-07,1.94692352085997,0.524,0.379,0.00198839122614304,13,EXPH5
CPVL4,1.03550413932585e-06,0.609989838730136,0.787,0.735,0.0020710082786517,13,CPVL
PIM17,1.05828336562946e-06,0.784324804517326,0.598,0.452,0.00211656673125892,13,PIM1
CD843,1.11689557781225e-06,1.04957634198162,0.713,0.673,0.0022337911556245,13,CD84
PREX21,1.22575074297919e-06,1.0447899144606,0.634,0.599,0.00245150148595838,13,PREX2
GIHCG6,1.38971015995635e-06,0.343570572496639,0.915,0.897,0.0027794203199127,13,GIHCG
AC087239.14,1.42468105375596e-06,1.12839147354576,0.341,0.12,0.00284936210751192,13,AC087239.1
EMP16,1.70936432366919e-06,0.160813360056614,0.195,0.281,0.00341872864733838,13,EMP1
AC011346.12,1.72715584948607e-06,0.167198643837667,0.171,0.403,0.00345431169897214,13,AC011346.1
CDH265,1.76979215655645e-06,1.19619556354313,0.128,0.283,0.00353958431311291,13,CDH26
