pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00623381203662941	0.0124676240732588	0.407017918923954	0.89566417032425	1.57047638718619	5	IFI44L OAS1 ISG15 MX1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0918114143920596	0.0918114143920596	0.161978948883402	0.763342677866728	1.33846110031082	5	IFI44L ISG15 MX1
